Model,Train Loss,Validation Loss
L27_E20_B16_D18_20,0.005896313115954399,0.006353424862027168
L27_E20_B16_D20_22,0.006873893551528454,0.0075758639723062515
L27_E8_B18_D8_10,0.015346738509833813,0.0161807369440794
L27_E8_B18_D10_12,0.012756140902638435,0.013708774000406265
L27_E8_B18_D12_14,0.014612560160458088,0.016140006482601166
L27_E8_B18_D14_16,0.014208359643816948,0.015268852934241295
L27_E8_B18_D16_18,0.011954290792346,0.012919960543513298
L27_E8_B18_D18_20,0.014413665048778057,0.015405465848743916
L27_E8_B18_D20_22,0.011764952912926674,0.0127218933776021
L27_E10_B18_D8_10,0.016871390864253044,0.017751328647136688
L27_E10_B18_D10_12,0.014707024209201336,0.015858804807066917
L27_E10_B18_D12_14,0.010014868341386318,0.010804913006722927
L27_E10_B18_D14_16,0.008599060587584972,0.009662419557571411
L27_E10_B18_D16_18,0.012167466804385185,0.013086658902466297
L27_E10_B18_D18_20,0.009425181895494461,0.010373699478805065
L27_E10_B18_D20_22,0.011938842944800854,0.013041363097727299
L27_E12_B18_D8_10,0.014079662971198559,0.015430694445967674
L27_E12_B18_D10_12,0.01575058326125145,0.016562966629862785
L27_E12_B18_D12_14,0.014864230528473854,0.015985388308763504
L27_E12_B18_D14_16,0.008642708882689476,0.009539059363305569
L27_E12_B18_D16_18,0.009891903027892113,0.010575355961918831
L27_E12_B18_D18_20,0.007356257177889347,0.008195925503969193
L27_E12_B18_D20_22,0.008533118292689323,0.009655394591391087
L27_E14_B18_D8_10,0.015044762752950191,0.016005368903279305
L27_E14_B18_D10_12,0.01232678722590208,0.01319733913987875
L27_E14_B18_D12_14,0.010085581801831722,0.011439383961260319
L27_E14_B18_D14_16,0.008850383572280407,0.009784657508134842
L27_E14_B18_D16_18,0.008235519751906395,0.00910722091794014
L27_E14_B18_D18_20,0.0074479663744568825,0.008245971985161304
L27_E14_B18_D20_22,0.005423562601208687,0.006049865856766701
L27_E16_B18_D8_10,0.014354468323290348,0.01540010143071413
L27_E16_B18_D10_12,0.010080747306346893,0.010853701271116734
L27_E16_B18_D12_14,0.010353771038353443,0.011321686208248138
L27_E16_B18_D14_16,0.009870093315839767,0.011177689768373966
L27_E16_B18_D16_18,0.007093779277056456,0.007886222563683987
L27_E16_B18_D18_20,0.0076546319760382175,0.008416681550443172
L27_E16_B18_D20_22,0.004860134329646826,0.005516712553799152
L27_E18_B18_D8_10,0.012260094285011292,0.013538286089897156
L27_E18_B18_D10_12,0.008015069179236889,0.008960668928921223
L27_E18_B18_D12_14,0.008672152645885944,0.00946454331278801
L27_E18_B18_D14_16,0.006745446007698774,0.007681058719754219
L27_E18_B18_D16_18,0.007041523698717356,0.008089834824204445
L27_E18_B18_D18_20,0.005993726197630167,0.006495058536529541
L27_E18_B18_D20_22,0.0076436749659478664,0.008475806564092636
L27_E20_B18_D8_10,0.016975756734609604,0.018078221008181572
L27_E20_B18_D10_12,0.012805810198187828,0.013795214705169201
L27_E20_B18_D12_14,0.012514473870396614,0.013493519276380539
L27_E20_B18_D14_16,0.01058861892670393,0.011543435975909233
L27_E20_B18_D16_18,0.006970047950744629,0.007760650012642145
L27_E20_B18_D18_20,0.005952162202447653,0.006551795173436403
L27_E20_B18_D20_22,0.0062067750841379166,0.006853591185063124
