"['SB-001', 0.006510130595415831, 0.021609075367450714, 57, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.12280701754385964, 0.0], [0, 0.0, 8, 0.7017543859649122, 0.07017543859649122], 2.7415039576631828, 1.3463705691891432]"
"['SB-003', 0.011476680636405945, 0.053523868322372437, 45, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.2, 0.0], [0, 0.0, 4, 1.1333333333333333, 0.044444444444444446], 3.9009420762344584, 1.3789400349089067]"
"['SB-008', 0.00944590661674738, 0.040838196873664856, 43, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.46511627906976744, 0.0], [0, 0.0, 1, 1.697674418604651, 0.011627906976744186], 4.342949270283878, 1.8154157062514926]"
"['SB-011', 0.006694375071674585, 0.011673095636069775, 63, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.1111111111111111, 0.0], [2, 0.031746031746031744, 1, 1.0634920634920635, 0.007936507936507936], 2.4610031486153234, 0.16587435696737338]"
"['SB-012', 0.00933670811355114, 0.014759065583348274, 57, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.07017543859649122, 0.0], [0, 0.0, 2, 0.9298245614035088, 0.017543859649122806], 2.240396432706558, 0.1720332904073039]"
"['SB-022', 0.007255770266056061, 0.019794879481196404, 61, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.06557377049180328, 0.0], [1, 0.01639344262295082, 2, 0.9836065573770492, 0.01639344262295082], 3.045698332392645, 0.5821490621369464]"
"['SB-023', 0.007102768402546644, 0.02230706438422203, 60, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.1, 0.0], [0, 0.0, 3, 0.6666666666666666, 0.025], 2.3764670751116315, 0.17039825308084167]"
"['SB-025', 0.014016921631991863, 0.04573840647935867, 25, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.8, 0.0], 3.930967597386073, 0.5189238046980148]"
"['SB-028', 0.006349059287458658, 0.027184370905160904, 28, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.17857142857142858, 0.0], [0, 0.0, 1, 0.7142857142857143, 0.017857142857142856], 3.369212293539892, 0.6550557955425367]"
"['SB-033', 0.015903415158391, 0.033889543265104294, 23, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.6521739130434783, 0.0], [0, 0.0, 7, 2.782608695652174, 0.15217391304347827], 7.23974492844814, 5.979248851064715]"
"['SB-037', 0.008650897070765495, 0.061097651720047, 63, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.20634920634920634, 0.0], [1, 0.015873015873015872, 5, 1.380952380952381, 0.03968253968253968], 4.235196081111668, 2.143177675701676]"
"['SB-043', 0.009491190314292908, 0.01273795124143362, 52, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.17307692307692307, 0.0], [1, 0.019230769230769232, 3, 1.0769230769230769, 0.028846153846153848], 2.29999091554622, 0.36488605436466903]"
"['SB-056', 0.010380612686276436, 0.029957657679915428, 41, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.12195121951219512, 0.0], [0, 0.0, 1, 0.8780487804878049, 0.012195121951219513], 2.495691406844854, 0.36291463516235084]"
"['SB-059', 0.006006693467497826, 0.04866901785135269, 51, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.0784313725490196, 0.0], [0, 0.0, 3, 1.0, 0.029411764705882353], 2.9796281226380623, inf]"
"['SB-060', 0.010985566303133965, 0.046627022325992584, 27, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.25925925925925924, 0.0], [1, 0.037037037037037035, 1, 0.8148148148148148, 0.018518518518518517], 4.051530673147811, 1.4958908354855593]"
"['SB-070', 0.007648258004337549, 0.016536913812160492, 60, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.06666666666666667, 0.0], [0, 0.0, 1, 0.8333333333333334, 0.008333333333333333], 2.431589942730824, 0.1906582641800499]"
"['SB-071', 0.009556903503835201, 0.023853085935115814, 19, 1, 1, 0, [1, 0.05263157894736842, 0, 0.05263157894736842, 0.0], [1, 0.05263157894736842, 0, 0.15789473684210525, 0.0], [1, 0.05263157894736842, 2, 1.1578947368421053, 0.05263157894736842], 3.834890580724335, 0.49667036542177107]"
"['SB-073', 0.007565261330455542, 0.0275579821318388, 41, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.3170731707317073, 0.0], [2, 0.04878048780487805, 9, 1.5853658536585367, 0.10975609756097561], 4.887801647072094, 1.9583134814726948]"
"['SB-078', 0.009218740276992321, 0.028495989739894867, 46, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 1, 0.10869565217391304, 0.010869565217391304], [1, 0.021739130434782608, 5, 1.0434782608695652, 0.05434782608695652], 4.022380548159807, 0.6814102548051323]"
"['SB-079', 0.009688696824014187, 0.03176776319742203, 40, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.1, 0.0], [0, 0.0, 3, 0.75, 0.0375], 3.7768182344286663, 1.821555845969021]"
"['SB-080', 0.00630180723965168, 0.019609620794653893, 53, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.1320754716981132, 0.0], [0, 0.0, 0, 0.9811320754716981, 0.0], 3.1930885093665755, 0.6122535967688233]"
"['SB-081', 0.017175940796732903, 0.046765051782131195, 14, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.0, 0.0], 2.928401765301778, 0.4783922884784489]"
"['SB-082', 0.011060330085456371, 0.03718053176999092, 52, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.15384615384615385, 0.0], [0, 0.0, 3, 2.3076923076923075, 0.028846153846153848], 4.020671110581171, 0.4932172305185736]"
"['SB-083', 0.0056552342139184475, 0.016925109550356865, 62, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.03225806451612903, 0.0], [0, 0.0, 1, 0.5806451612903226, 0.008064516129032258], 2.387426400819679, inf]"
"['SB-089', 0.00889990571886301, 0.05322686955332756, 15, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.2, 0.0], [0, 0.0, 0, 0.3333333333333333, 0.0], 3.041297750654163, 0.4810904177274738]"
"['SB-112', 0.008824357762932777, 0.02949444390833378, 39, 0, 0, 0, [0, 0.0, 0, 0.0, 0.0], [0, 0.0, 0, 0.15384615384615385, 0.0], [0, 0.0, 2, 1.1025641025641026, 0.02564102564102564], 3.3288612950108263, 0.6558895239754692]"
