Model,Train Loss,Validation Loss
L27_E20_18_B12_D16_18,0.012146014720201492,0.013527988456189632
L27_E20_18_B12_D18_20,0.008762499317526817,0.009850522503256798
L27_E20_18_B12_D20_22,0.012298655696213245,0.013263196684420109
L27_E22_20_B12_D8_10,0.014569436199963093,0.015592509880661964
L27_E22_20_B12_D10_12,0.016733992844820023,0.017781581729650497
L27_E22_20_B12_D12_14,0.012246077880263329,0.013412554748356342
L27_E22_20_B12_D14_16,0.008635113947093487,0.009662623517215252
L27_E22_20_B12_D16_18,0.008933835662901402,0.00957200862467289
L27_E22_20_B12_D18_20,0.008311827667057514,0.009370693005621433
L27_E22_20_B12_D20_22,0.014007878489792347,0.014901062473654747
L27_E10_8_B14_D8_10,0.014460764825344086,0.015398567542433739
L27_E10_8_B14_D10_12,0.014965496957302094,0.016188060864806175
L27_E10_8_B14_D12_14,0.012285380624234676,0.013439730741083622
L27_E10_8_B14_D14_16,0.014689523726701736,0.015813903883099556
L27_E10_8_B14_D16_18,0.014423361048102379,0.015712758526206017
L27_E10_8_B14_D18_20,0.013020786456763744,0.014354121871292591
L27_E10_8_B14_D20_22,0.01449503842741251,0.016142399981617928
L27_E12_10_B14_D8_10,0.01710103079676628,0.018317122012376785
L27_E12_10_B14_D10_12,0.016948699951171875,0.018275607377290726
L27_E12_10_B14_D12_14,0.014527763240039349,0.015623994171619415
L27_E12_10_B14_D14_16,0.010682589374482632,0.011500397697091103
L27_E12_10_B14_D16_18,0.01278360653668642,0.013579008169472218
L27_E12_10_B14_D18_20,0.011029132641851902,0.011751680634915829
L27_E12_10_B14_D20_22,0.010040164925158024,0.010991104878485203
L27_E14_12_B14_D8_10,0.014554854482412338,0.015594148077070713
L27_E14_12_B14_D10_12,0.012559094466269016,0.01396667305380106
L27_E14_12_B14_D12_14,0.01196709182113409,0.013271582312881947
L27_E14_12_B14_D14_16,0.01071956567466259,0.011782181449234486
L27_E14_12_B14_D16_18,0.012020107358694077,0.013207647949457169
L27_E14_12_B14_D18_20,0.009474231861531734,0.010716619901359081
L27_E14_12_B14_D20_22,0.010252800770103931,0.011426130309700966
L27_E16_14_B14_D8_10,0.01717834360897541,0.018451573327183723
L27_E16_14_B14_D10_12,0.01285133883357048,0.013597697019577026
L27_E16_14_B14_D12_14,0.01038619875907898,0.011423597112298012
L27_E16_14_B14_D14_16,0.0116371875628829,0.0121507802978158
L27_E16_14_B14_D16_18,0.01254672184586525,0.013858487829566002
L27_E16_14_B14_D18_20,0.009414433501660824,0.01036105677485466
L27_E16_14_B14_D20_22,0.01151809561997652,0.012822640128433704
L27_E18_16_B14_D8_10,0.01395619846880436,0.014835263602435589
L27_E18_16_B14_D10_12,0.012407578527927399,0.013669787906110287
L27_E18_16_B14_D12_14,0.010417701676487923,0.011220090091228485
L27_E18_16_B14_D14_16,0.010381501168012619,0.011395355686545372
L27_E18_16_B14_D16_18,0.008942719548940659,0.009622721932828426
L27_E18_16_B14_D18_20,0.00860126968473196,0.009757529012858868
L27_E18_16_B14_D20_22,0.00869164988398552,0.009741762652993202
L27_E20_18_B14_D8_10,0.012624528259038925,0.013835510239005089
L27_E20_18_B14_D10_12,0.014610795304179192,0.015611570328474045
L27_E20_18_B14_D12_14,0.012455718591809273,0.013601886108517647
L27_E20_18_B14_D14_16,0.00968175008893013,0.010659665800631046
L27_E20_18_B14_D16_18,0.00746304402127862,0.008354684337973595
L27_E20_18_B14_D18_20,0.0075196255929768085,0.008536738343536854
L27_E20_18_B14_D20_22,0.008871483616530895,0.00984459463506937
L27_E22_20_B14_D8_10,0.015079133212566376,0.016141371801495552
L27_E22_20_B14_D10_12,0.012052111327648163,0.012987228110432625
L27_E22_20_B14_D12_14,0.008571055717766285,0.00929709430783987
L27_E22_20_B14_D14_16,0.008941644802689552,0.009582801721990108
L27_E22_20_B14_D16_18,0.009813173674046993,0.010676934383809566
L27_E22_20_B14_D18_20,0.008062396198511124,0.00896457303315401
L27_E22_20_B14_D20_22,0.0074546667747199535,0.008577108383178711
L27_E10_8_B16_D8_10,0.01736043021082878,0.01815132424235344
L27_E10_8_B16_D10_12,0.016629841178655624,0.01734013482928276
L27_E10_8_B16_D12_14,0.016838157549500465,0.018088752403855324
L27_E10_8_B16_D14_16,0.01170224230736494,0.01293138973414898
L27_E10_8_B16_D16_18,0.013844983652234077,0.014777444303035736
L27_E10_8_B16_D18_20,0.013775059953331947,0.015018601901829243
L27_E10_8_B16_D20_22,0.012678678147494793,0.013751811347901821
L27_E12_10_B16_D8_10,0.019360952079296112,0.020317234098911285
L27_E12_10_B16_D10_12,0.014540815725922585,0.014895287342369556
L27_E12_10_B16_D12_14,0.014690808020532131,0.016015242785215378
L27_E12_10_B16_D14_16,0.013833588920533657,0.015119186602532864
L27_E12_10_B16_D16_18,0.01222826074808836,0.012810359708964825
L27_E12_10_B16_D18_20,0.014057338237762451,0.01488705724477768
L27_E12_10_B16_D20_22,0.013542279601097107,0.015140825882554054
L27_E14_12_B16_D8_10,0.014394614845514297,0.015966366976499557
L27_E14_12_B16_D10_12,0.013645450584590435,0.014545213431119919
L27_E14_12_B16_D12_14,0.01073781494051218,0.011296023614704609
L27_E14_12_B16_D14_16,0.010451116599142551,0.01173612754791975
L27_E14_12_B16_D16_18,0.007918481715023518,0.008680650033056736
L27_E14_12_B16_D18_20,0.013703491538763046,0.014506697654724121
L27_E14_12_B16_D20_22,0.00970735028386116,0.0109410984441638
L27_E16_14_B16_D8_10,0.012019068002700806,0.01295523438602686
L27_E16_14_B16_D10_12,0.01247217133641243,0.013145538046956062
L27_E16_14_B16_D12_14,0.012134811840951443,0.013127285055816174
L27_E16_14_B16_D14_16,0.00890395138412714,0.009783793240785599
L27_E16_14_B16_D16_18,0.014573600143194199,0.015405363403260708
