,tempdiffin,pm25,pm25diffin,solramnt,temp,tempin,co,co2in,humidin,dewpt,so2,varp,income,humid,pm10,grdt,no2,y_am_pef,windsd,airp,solrhr,cooking,seap,o3,pm25in,humidiffin,road_dist
Mean_df1,0.5750350877192982,0.2622982456140351,0.45101754385964904,0.2926140350877193,0.45836842105263154,0.5170701754385965,0.30933333333333335,0.35342105263157886,0.3568771929824561,0.4368245614035087,0.266859649122807,0.2128421052631579,0.0,0.388578947368421,0.4563157894736843,0.3327719298245614,0.30266666666666664,0.29910526315789476,0.3642456140350877,0.6515789473684209,0.5475087719298246,0.5,0.6491052631578947,0.31756140350877193,0.3084736842105263,0.44926315789473686,0.5
Std_df1,0.204747489511234,0.23597775053353479,0.12356960028780631,0.168519472633407,0.21951827385525555,0.21238701699366813,0.20478903197937048,0.16120948520574324,0.18454432976692295,0.21658865908239003,0.142200994395319,0.18017727277339987,0.0,0.23524303142619649,0.1995878930889075,0.20532222215892926,0.22467447351138722,0.0948178110548492,0.2583117082063669,0.1771734367554271,0.26420339316025726,0.0,0.17795120561251437,0.15545520916050978,0.17453040108317988,0.2005160775808789,0.0
Mean_df2,5.540622711181641,0.013413844630122185,-2.7137229442596436,0.49390551447868347,0.1802128404378891,6.432112693786621,0.5198720097541809,3.036346673965454,0.5891371369361877,2.8250505924224854,-0.055338289588689804,1.1916941404342651,0.830754816532135,2.566816806793213,0.4644385278224945,0.08525726199150085,6.868444442749023,2.5315959453582764,-0.31069043278694153,0.8165436387062073,2.5642356872558594,1.5323975086212158,-0.6753507852554321,2.385895013809204,0.5501695871353149,-0.8257971405982971,-2.281334400177002
Std_df2,11.076251029968262,2.1063108444213867,6.433969020843506,2.8590035438537598,1.352002739906311,10.31680679321289,4.864130020141602,6.856042385101318,6.135845184326172,8.550933837890625,6.654569149017334,3.9337902069091797,8.040215492248535,7.818200588226318,4.2315874099731445,6.6154069900512695,6.443424701690674,7.042670249938965,2.7166194915771484,1.0101338624954224,2.4440953731536865,1.4341939687728882,5.860226631164551,4.479473114013672,0.7397382259368896,1.0176732540130615,3.7922523021698
