L24_E10_8_B12_D6_8_10_12,0.020852260291576385,0.029933249577879906
L24_E10_8_B12_D8_10_12_14,0.02058027684688568,0.030028140172362328
L24_E10_8_B12_D10_12_14_16,0.01220022514462471,0.020292405039072037
L24_E10_8_B12_D12_14_16_18,0.01082265842705965,0.01848939061164856
L24_E10_8_B12_D14_16_18_20,0.011028522625565529,0.021414820104837418
L24_E10_8_B12_D16_18_20_22,0.011975507251918316,0.0191195048391819
L24_E10_8_B12_D18_20_22_24,0.012728665955364704,0.01891612634062767
L24_E12_10_B12_D6_8_10_12,0.014082247391343117,0.02091844752430916
L24_E12_10_B12_D8_10_12_14,0.013075229711830616,0.019432680681347847
L24_E12_10_B12_D10_12_14_16,0.013898920267820358,0.02346613071858883
L24_E12_10_B12_D12_14_16_18,0.012360448017716408,0.019326817244291306
L24_E12_10_B12_D14_16_18_20,0.0140636395663023,0.02191740833222866
L24_E12_10_B12_D16_18_20_22,0.007908825762569904,0.014001522213220596
L24_E12_10_B12_D18_20_22_24,0.009199760854244232,0.01670053042471409
L24_E14_12_B12_D6_8_10_12,0.01553212758153677,0.025982391089200974
L24_E14_12_B12_D8_10_12_14,0.012011803686618805,0.01985655166208744
L24_E14_12_B12_D10_12_14_16,0.012128669768571854,0.019433295354247093
L24_E14_12_B12_D12_14_16_18,0.012212859466671944,0.019038336351513863
L24_E14_12_B12_D14_16_18_20,0.010627808049321175,0.017710555344820023
L24_E14_12_B12_D16_18_20_22,0.009122580289840698,0.017804380506277084
L24_E14_12_B12_D18_20_22_24,0.011081631295382977,0.0188714861869812
L24_E16_14_B12_D6_8_10_12,0.01701739802956581,0.029135949909687042
L24_E16_14_B12_D8_10_12_14,0.011995217762887478,0.01984134502708912
L24_E16_14_B12_D10_12_14_16,0.00842205435037613,0.015579781495034695
L24_E16_14_B12_D12_14_16_18,0.011621462181210518,0.019679062068462372
L24_E16_14_B12_D14_16_18_20,0.00891136098653078,0.01822366751730442
L24_E16_14_B12_D16_18_20_22,0.010081921704113483,0.019315099343657494
L24_E16_14_B12_D18_20_22_24,0.008505468256771564,0.015559361316263676
L24_E18_16_B12_D6_8_10_12,0.01224713958799839,0.018210114911198616
L24_E18_16_B12_D8_10_12_14,0.014781562611460686,0.02319755032658577
L24_E18_16_B12_D10_12_14_16,0.009717763401567936,0.018853044137358665
L24_E18_16_B12_D12_14_16_18,0.013606528751552105,0.019454963505268097
L24_E18_16_B12_D14_16_18_20,0.014664818532764912,0.023023385554552078
L24_E18_16_B12_D16_18_20_22,0.007571518421173096,0.014123177155852318
L24_E18_16_B12_D18_20_22_24,0.009623448364436626,0.016357136890292168
L24_E20_18_B12_D6_8_10_12,0.012537382543087006,0.01983698457479477
L24_E20_18_B12_D8_10_12_14,0.012002917006611824,0.018898582085967064
L24_E20_18_B12_D10_12_14_16,0.01565464399755001,0.027118146419525146
L24_E20_18_B12_D12_14_16_18,0.009979123249650002,0.015078695490956306
L24_E20_18_B12_D14_16_18_20,0.011016244068741798,0.018058359622955322
L24_E20_18_B12_D16_18_20_22,0.007649988867342472,0.01323265116661787
L24_E20_18_B12_D18_20_22_24,0.010399477556347847,0.017442474141716957
L24_E22_20_B12_D6_8_10_12,0.017334213480353355,0.027128485962748528
L24_E22_20_B12_D8_10_12_14,0.013127338141202927,0.02065436728298664
L24_E22_20_B12_D10_12_14_16,0.008563382551074028,0.013469687663018703
L24_E22_20_B12_D12_14_16_18,0.011292833834886551,0.018262000754475594
L24_E22_20_B12_D14_16_18_20,0.01174674928188324,0.01865164376795292
L24_E22_20_B12_D16_18_20_22,0.009583009406924248,0.017767535522580147
L24_E22_20_B12_D18_20_22_24,0.009587357752025127,0.018937883898615837
