,humidiffin,solramnt,pm25,co,road_dist,pm25diffin,no2,pm10,so2,dewpt,varp,co2in,pm25in,grdt,cooking,airp,y_am_pef,windsd,o3,humid,tempdiffin,tempin,humidin,income,temp,solrhr,seap
Mean_df1,0.44926315789473686,0.2926140350877193,0.2622982456140351,0.30933333333333335,0.5,0.45101754385964904,0.30266666666666664,0.4563157894736843,0.266859649122807,0.4368245614035087,0.2128421052631579,0.35342105263157886,0.3084736842105263,0.3327719298245614,0.5,0.6515789473684209,0.29910526315789476,0.3642456140350877,0.31756140350877193,0.388578947368421,0.5750350877192982,0.5170701754385965,0.3568771929824561,0.0,0.45836842105263154,0.5475087719298246,0.6491052631578947
Std_df1,0.2005160775808789,0.168519472633407,0.23597775053353479,0.20478903197937048,0.0,0.12356960028780631,0.22467447351138722,0.1995878930889075,0.142200994395319,0.21658865908239003,0.18017727277339987,0.16120948520574324,0.17453040108317988,0.20532222215892926,0.0,0.1771734367554271,0.0948178110548492,0.2583117082063669,0.15545520916050978,0.23524303142619649,0.204747489511234,0.21238701699366813,0.18454432976692295,0.0,0.21951827385525555,0.26420339316025726,0.17795120561251437
Mean_df2,21.933420181274414,85.6238784790039,17.123878479003906,98.74827575683594,169.15187072753906,7.393550395965576,132.8503875732422,80.86585998535156,62.0708122253418,39.142860412597656,62.044464111328125,157.11695861816406,201.68746948242188,48.00511169433594,33.70833206176758,186.5951690673828,85.89200592041016,233.15077209472656,45.26692581176758,130.47634887695312,23.065502166748047,44.95280075073242,23.165630340576172,105.13470458984375,27.913818359375,40.20433044433594,39.21279525756836
Std_df2,41.69631576538086,128.236572265625,34.38309860229492,185.88723754882812,287.9246520996094,13.158626556396484,226.9508514404297,110.06776428222656,100.76859283447266,82.04434204101562,81.88926696777344,262.3780822753906,352.8782043457031,74.6136245727539,65.31364440917969,342.2183532714844,129.060791015625,387.7684020996094,75.98501586914062,259.9995422363281,85.7076416015625,60.91663360595703,34.65705108642578,234.3677520751953,52.48678970336914,75.23768615722656,75.01636505126953
